latitude,longitude,size,data,data_size
48.25,-3.25,0.5,1637.1077762619373,4398.0
48.25,-2.75,0.5,1094.4340212632897,22386.0
48.25,-2.25,0.5,433.0129037845328,34641.0
48.25,-1.75,0.5,335.1618945678352,149480.0
48.25,-1.25,0.5,424.68683165291776,32730.0
48.25,-0.75,0.5,1058.460988790139,22391.0
48.25,-0.25,0.5,1342.507132069139,5959.0
48.25,0.25,0.5,5846.732094382961,4789.0
48.25,0.75,0.5,1317.38954195379,4934.0
48.25,1.25,0.5,896.0086885691013,22098.0
48.25,1.75,0.5,748.8646246014107,20698.0
48.25,2.25,0.5,1765.389082462253,8610.0
48.25,2.75,0.5,7399.103139013453,5352.0
48.25,3.25,0.5,19947.159841479526,757.0
48.25,3.75,0.5,1856.5135305223412,3178.0
48.25,4.25,0.5,1429.046194749086,15045.0
48.25,4.75,0.5,2576.687116564417,2445.0
48.25,5.25,0.5,739.3715341959335,5951.0
48.25,5.75,0.5,5328.135152696556,1539.0
48.25,6.25,0.5,19074.177356385946,1793.0
48.25,6.75,0.5,12019.23076923077,1664.0
48.25,7.25,0.5,1388235.294117647,17.0
48.75,-4.75,0.5,611.75442429539,4577.0
48.75,-4.25,0.5,675.4617414248021,9475.0
48.75,-3.75,0.5,843.5043772765032,15649.0
48.75,-3.25,0.5,609.694136774718,29523.0
48.75,-2.75,0.5,429.37170842977423,29811.0
48.75,-2.25,0.5,1143.5449894673488,13292.0
48.75,-1.75,0.5,292.2509225092251,67750.0
48.75,-1.25,0.5,415.14161487631725,40709.0
48.75,-0.75,0.5,279.0298347284825,32613.0
48.75,-0.25,0.5,811.9557542951283,8498.0
48.75,0.25,0.5,647.6302619958788,10191.0
48.75,0.75,0.5,1187.8247958426132,13470.0
48.75,1.25,0.5,565.9941475435083,25972.0
48.75,1.75,0.5,1463.776171947378,70161.0
48.75,2.25,0.5,6820.088194411159,166904.0
48.75,3.25,0.5,27345.84450402145,1119.0
48.75,3.75,0.5,371.2671509281679,6195.0
48.75,4.25,0.5,1709.3074547860608,9068.0
48.75,4.75,0.5,2143.4460016488047,4852.0
48.75,5.25,0.5,782.7788649706457,7154.0
48.75,5.75,0.5,1120.0,11875.0
48.75,6.25,0.5,703.5932095994931,75754.0
48.75,6.75,0.5,2595.936794582393,5316.0
48.75,7.25,0.5,1227.7829747427502,8552.0
48.75,7.75,0.5,1939999.9999999998,40.0
49.25,-1.75,0.5,191.45299145299145,29250.0
49.25,-1.25,0.5,268.34459146849264,54035.0
49.25,-0.75,0.5,395.89706676264166,16671.0
49.25,-0.25,0.5,901.1090573012939,43280.0
49.25,0.25,0.5,1998.4271638062635,21617.0
49.25,0.75,0.5,1096.126608781329,16239.0
49.25,1.25,0.5,2933.305529489452,28773.0
49.25,1.75,0.5,1235.5065576886523,15783.0
49.25,2.25,0.5,1797.9366298287205,59902.0
49.25,2.75,0.5,636.4588488496553,86887.0
49.25,3.25,0.5,304.6784509241074,39714.0
49.25,3.75,0.5,2310.826542491269,17180.0
49.25,4.25,0.5,1650.3873358033009,20783.0
49.25,4.75,0.5,2086.9565217391305,1725.0
49.25,5.25,0.5,842.2887017136218,6886.0
49.25,5.75,0.5,558.1562837594527,22216.0
49.25,6.25,0.5,531.7736214314803,169433.0
49.25,6.75,0.5,507.6458313868386,32109.0
49.25,7.25,0.5,380.0100380010038,13947.0
49.25,7.75,0.5,6086.956521739131,115.0
49.75,-1.75,0.5,119.54886035329834,190717.0
49.75,-1.25,0.5,295.36643898836996,5417.0
49.75,1.75,0.5,3045.977011494253,1740.0
49.75,2.25,0.5,794.044665012407,24180.0
49.75,2.75,0.5,7244.897959183673,2940.0
49.75,3.25,0.5,996.1923315328079,22586.0
49.75,3.75,0.5,1152.243196861976,8158.0
49.75,4.25,0.5,1222.0566318926976,3355.0
49.75,4.75,0.5,922.8187919463088,11920.0
49.75,5.25,0.5,806.8582955118508,1983.0
49.75,5.75,0.5,439.50361944157186,3868.0
50.25,1.25,0.5,11678.83211678832,137.0
50.25,1.75,0.5,4684.931506849315,3650.0
50.25,2.25,0.5,6102.475532527346,1737.0
50.25,2.75,0.5,3165.025934158992,18894.0
50.25,3.25,0.5,835.2748067351476,75544.0
50.25,3.75,0.5,892.8310061180878,34161.0
50.25,4.25,0.5,1015.8350761876306,3347.0
50.25,4.75,0.5,13073.170731707318,1025.0
50.75,1.75,0.5,7538.80266075388,6765.0
50.75,2.25,0.5,2123.4981838502376,17895.0
50.75,2.75,0.5,1019.2853419818151,51801.0
50.75,3.25,0.5,594.9585612519595,302374.0
51.25,2.25,0.5,161.84452965489766,80324.0
51.25,2.75,0.5,348.7358326068004,1147.0
